sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_6. PBMCs by hand (Na-Hep)  - Donker groen_Aantallen,Checklist voor bloedmonsters,dropdown,"1,
2,
3","1,
2,
3",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_6. PBMCs by hand (Na-Hep)  - Donker groen_Aantallen | Checklist voor bloedmonsters | dropdown | 1,
2,
3 | 1,
2,
3"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_7. Heparine plasma - Donker groen_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_7. Heparine plasma - Donker groen_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_8. EDTA plasma 2 - Paars (groot)_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_8. EDTA plasma 2 - Paars (groot)_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_9. Citraat plasma - Licht blauw_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1,
2","0,
1,
2",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_9. Citraat plasma - Licht blauw_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1,
2 | 0,
1,
2"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_10. Pax gene RNA - Bruin_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1,
2","0,
1,
2",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_10. Pax gene RNA - Bruin_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1,
2 | 0,
1,
2"
X.Home Visit Package,Bloedafname,checklist_of_blood_samples_grid_1_11. PBMCs CPT (Na-Hep) - Camouflage_Aantallen,Checklist voor bloedmonsters,dropdown,"0,
1,
2","0,
1,
2",,"X.Home Visit Package | Bloedafname |  | checklist_of_blood_samples_grid_1_11. PBMCs CPT (Na-Hep) - Camouflage_Aantallen | Checklist voor bloedmonsters | dropdown | 0,
1,
2 | 0,
1,
2"
X.Home Visit Package,Bloedafname,bloodsample_evprotocol_1,EDTA plasma for EV protocol – Paars (Groot),dropdown,"0,
1","0,
1",,"X.Home Visit Package | Bloedafname |  | bloodsample_evprotocol_1 | EDTA plasma for EV protocol – Paars (Groot) | dropdown | 0,
1 | 0,
1"
X.Home Visit Package,Bloedafname,qc_blood_dra_11,QC 01: Buizen voor lab analyse - Licht groen,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_11 | QC 01: Buizen voor lab analyse - Licht groen | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_12,QC 02: Buizen voor lab analyse - Paars (klein),calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_12 | QC 02: Buizen voor lab analyse - Paars (klein) | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_13,QC 03: DNA vanuit bloed - Paars (klein),calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_13 | QC 03: DNA vanuit bloed - Paars (klein) | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_14,QC 04: Serum (silica clot activator) - Rood,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_14 | QC 04: Serum (silica clot activator) - Rood | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_15,QC 05: EDTA plasma 1 - Paars (groot),calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_15 | QC 05: EDTA plasma 1 - Paars (groot) | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_16,QC 06: PBMCs by hand (Na-Hep)  - Donker groen,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_16 | QC 06: PBMCs by hand (Na-Hep)  - Donker groen | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_17,QC 07: Heparine plasma - Donker groen,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_17 | QC 07: Heparine plasma - Donker groen | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_18,QC 08: EDTA plasma 2 - Paars (groot),calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_18 | QC 08: EDTA plasma 2 - Paars (groot) | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra_19,QC 09: Citraat plasma - Licht blauw,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra_19 | QC 09: Citraat plasma - Licht blauw | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra__1,QC 10: Pax gene RNA - Bruin,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra__1 | QC 10: Pax gene RNA - Bruin | calculation |  | 
X.Home Visit Package,Bloedafname,qc_blood_dra___1,QC 11: PBMCs CPT (Na-Hep) - Camouflage,calculation,,,,X.Home Visit Package | Bloedafname |  | qc_blood_dra___1 | QC 11: PBMCs CPT (Na-Hep) - Camouflage | calculation |  | 
X.Home Visit Package,Bloedafname,samplescollected_1,What samples were collected from the participant for storage in the Biobank?,checkbox,"0,
1,
2,
3,
4,
5","None of the above,
fecal sample,
nasal sample,
saliva sample,
urine sample (for storage),
MRI",,"X.Home Visit Package | Bloedafname |  | samplescollected_1 | What samples were collected from the participant for storage in the Biobank? | checkbox | 0,
1,
2,
3,
4,
5 | None of the above,
fecal sample,
nasal sample,
saliva sample,
urine sample (for storage),
MRI"
X.Home Visit Package,Bloedafname,deviation_blood_draw_1,"Als er een afwijking is, kan dat hier gemeld worden",textarea,,,,"X.Home Visit Package | Bloedafname |  | deviation_blood_draw_1 | Als er een afwijking is, kan dat hier gemeld worden | textarea |  | "
X.Home Visit Package,Checklist voor uw huisbezoek,Checklist_previsit1,Vink de vakjes aan die u denkt te kunnen uitvoeren tijdens het huisbezoek. U kunt ook opmerkingen toevoegen of iets leeg laten.,checkbox,"1,
2,
3,
4,
5,
6,
7","Lengte (zelfgerapporteerd) & Gewicht (zelfgerapporteerd),
Lengte (staand), Gewicht & lichaamssamenstelling (staand),
Handknijpkracht (liggend),
Handknijpkracht (zittend),
Hypermobiliteit (zelfgerapporteerd),
Hypermobiliteit (liggend),
Hypermobiliteit (staand)",,"X.Home Visit Package | Checklist voor uw huisbezoek |  | Checklist_previsit1 | Vink de vakjes aan die u denkt te kunnen uitvoeren tijdens het huisbezoek. U kunt ook opmerkingen toevoegen of iets leeg laten. | checkbox | 1,
2,
3,
4,
5,
6,
7 | Lengte (zelfgerapporteerd) & Gewicht (zelfgerapporteerd),
Lengte (staand), Gewicht & lichaamssamenstelling (staand),
Handknijpkracht (liggend),
Handknijpkracht (zittend),
Hypermobiliteit (zelfgerapporteerd),
Hypermobiliteit (liggend),
Hypermobiliteit (staand)"
X.Home Visit Package,Checklist voor uw huisbezoek,Checklist_previsit3,Communicatievoorkeuren: selecteer alles wat van toepassing is,checkbox,"1,
2,
3,
4,
5,
6","Ik praat het liefst zo min mogelijk tijdens de onderzoeken,
Ik kan praten tijdens de onderzoeken, maar graag minimaal en stil,
Ik vind een praatje prima,
Ik heb mogelijk extra tijd nodig om vragen te beantwoorden,
Ik wil mijn antwoorden graag opschrijven of typen als ik te moe ben om te praten,
Ik communiceer non-verbaal door bijvoorbeeld een gebaar te gebruiken als stopteken of pauze.",,"X.Home Visit Package | Checklist voor uw huisbezoek |  | Checklist_previsit3 | Communicatievoorkeuren: selecteer alles wat van toepassing is | checkbox | 1,
2,
3,
4,
5,
6 | Ik praat het liefst zo min mogelijk tijdens de onderzoeken,
Ik kan praten tijdens de onderzoeken, maar graag minimaal en stil,
Ik vind een praatje prima,
Ik heb mogelijk extra tijd nodig om vragen te beantwoorden,
Ik wil mijn antwoorden graag opschrijven of typen als ik te moe ben om te praten,
Ik communiceer non-verbaal door bijvoorbeeld een gebaar te gebruiken als stopteken of pauze."
X.Home Visit Package,Checklist voor uw huisbezoek,Checklist_previsit4,Sensorische gevoeligheden: selecteer alles wat van toepassing is,checkbox,"1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11","Ik ben gevoelig voor licht,
Ik wil dat het licht gedimd is / de gordijnen dicht,
Ik moet mogelijk een oogmasker of zonnebril dragen,
Ik ben gevoelig voor geluid,
Ik heb het nodig dat er zacht wordt gesproken, met beperkt geluid van de omgeving.,
Ik wil dat de verpleegkundige zachte schoenen of overschoenen draagt om geluid te beperken,
Ik zal mogelijk oordopjes gebruiken,
Ik ben gevoelig voor aanraking, dus wil graag uitleg voordat ik wordt aangeraakt.,
Ik ben gevoelig voor geuren,
Ik wil dat de verpleegkundige geen geparfumeerde producten voor het bezoek gebruikt (zoals parfum, lotions of sterk geurende zeep),
Ik wil dat de verpleegkundige de voorbereidingen doet in een aparte ruimte om sensorische gevoeligheden te beperken",,"X.Home Visit Package | Checklist voor uw huisbezoek |  | Checklist_previsit4 | Sensorische gevoeligheden: selecteer alles wat van toepassing is | checkbox | 1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11 | Ik ben gevoelig voor licht,
Ik wil dat het licht gedimd is / de gordijnen dicht,
Ik moet mogelijk een oogmasker of zonnebril dragen,
Ik ben gevoelig voor geluid,
Ik heb het nodig dat er zacht wordt gesproken, met beperkt geluid van de omgeving.,
Ik wil dat de verpleegkundige zachte schoenen of overschoenen draagt om geluid te beperken,
Ik zal mogelijk oordopjes gebruiken,
Ik ben gevoelig voor aanraking, dus wil graag uitleg voordat ik wordt aangeraakt.,
Ik ben gevoelig voor geuren,
Ik wil dat de verpleegkundige geen geparfumeerde producten voor het bezoek gebruikt (zoals parfum, lotions of sterk geurende zeep),
Ik wil dat de verpleegkundige de voorbereidingen doet in een aparte ruimte om sensorische gevoeligheden te beperken"
X.Home Visit Package,Checklist voor uw huisbezoek,Checklist_previsit5,Fysiek comfort en grenzen: selecteer alles wat van toepassing is,checkbox,"1,
2,
3,
4,
5,
6,
7","Ik moet mogelijk liggen of in bed blijven tijdens onderzoeken,
Ik heb mogelijk ondersteuning nodig bij mijn houding,
Ik wil dat de verpleegkundige een mondkapje (FFP2) draagt,
Als ik ""pauze"" zeg, wil ik ook dat de verpleegkundige stil is totdat ik weer verder kan.,
Als ik ""stop"" zeg, wil ik dat de verpleegkundige de ruimte verlaat of volledig stopt met het onderzoek,
Ik moet tijdens tijdens het gehele bezoek 100% in een liggende positie blijven.,
Ik wil dat de verpleegkundige een 4-1 zelftest heeft gedaan",,"X.Home Visit Package | Checklist voor uw huisbezoek |  | Checklist_previsit5 | Fysiek comfort en grenzen: selecteer alles wat van toepassing is | checkbox | 1,
2,
3,
4,
5,
6,
7 | Ik moet mogelijk liggen of in bed blijven tijdens onderzoeken,
Ik heb mogelijk ondersteuning nodig bij mijn houding,
Ik wil dat de verpleegkundige een mondkapje (FFP2) draagt,
Als ik ""pauze"" zeg, wil ik ook dat de verpleegkundige stil is totdat ik weer verder kan.,
Als ik ""stop"" zeg, wil ik dat de verpleegkundige de ruimte verlaat of volledig stopt met het onderzoek,
Ik moet tijdens tijdens het gehele bezoek 100% in een liggende positie blijven.,
Ik wil dat de verpleegkundige een 4-1 zelftest heeft gedaan"
X.Home Visit Package,Checklist voor uw huisbezoek,Previsit_freetext,"Zijn er nog andere dingen die de verpleegkundige kan doen, zodat het beter past bij wat u nodig heeft om mee te doen aan het onderzoek?",string,,,,"X.Home Visit Package | Checklist voor uw huisbezoek |  | Previsit_freetext | Zijn er nog andere dingen die de verpleegkundige kan doen, zodat het beter past bij wat u nodig heeft om mee te doen aan het onderzoek? | string |  | "
X.Home Visit Package,Hand grip strength (Home),hgs_sit_1,Is de patiënt in staat te zitten voor deze handeling?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Hand grip strength (Home) |  | hgs_sit_1 | Is de patiënt in staat te zitten voor deze handeling? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Hand grip strength (Home),hgs_lig_1,Is de patiënt in staat deze handeling liggend uit te voeren?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Hand grip strength (Home) |  | hgs_lig_1 | Is de patiënt in staat deze handeling liggend uit te voeren? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Hand grip strength (Home),capable_hgs,Handknijpkracht meting mogelijk?,calculation,,,,X.Home Visit Package | Hand grip strength (Home) |  | capable_hgs | Handknijpkracht meting mogelijk? | calculation |  | 
X.Home Visit Package,Hand grip strength (Home),hgs_dominant_1,Voorkeurshand van deelnemer?,radio,"1,
2","Rechts,
Links",,"X.Home Visit Package | Hand grip strength (Home) |  | hgs_dominant_1 | Voorkeurshand van deelnemer? | radio | 1,
2 | Rechts,
Links"
X.Home Visit Package,Hand grip strength (Home),hgs__1,Waarde handknijpkracht eerste meting,numeric,,,,X.Home Visit Package | Hand grip strength (Home) |  | hgs__1 | Waarde handknijpkracht eerste meting | numeric |  | 
X.Home Visit Package,Hand grip strength (Home),hgs__2,Waarde handknijpkracht tweede meting,numeric,,,,X.Home Visit Package | Hand grip strength (Home) |  | hgs__2 | Waarde handknijpkracht tweede meting | numeric |  | 
X.Home Visit Package,Hand grip strength (Home),hgs__3,Waarde handknijpkracht derde meting,numeric,,,,X.Home Visit Package | Hand grip strength (Home) |  | hgs__3 | Waarde handknijpkracht derde meting | numeric |  | 
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_faint_home,"In het afgelopen jaar hebt u zich flauw, duizelig of verdwaasd gevoeld, of moeite gehad met nadenken, kort na het rechtop komen uit zittende of liggende houding?",radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_faint_home | In het afgelopen jaar hebt u zich flauw, duizelig of verdwaasd gevoeld, of moeite gehad met nadenken, kort na het rechtop komen uit zittende of liggende houding? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_faint_freq_home,Hoe vaak hebt u deze waarneming of klachten bij het rechtop komen?,radio,"1,
2,
3,
4","Zelden,
Af en toe,
Vaak,
Bijna altijd",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_faint_freq_home | Hoe vaak hebt u deze waarneming of klachten bij het rechtop komen? | radio | 1,
2,
3,
4 | Zelden,
Af en toe,
Vaak,
Bijna altijd"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_faint_sev_1_1_home,Hoe ernstig zijn deze waarneming of klachten?,radio,"1,
2,
3","Mild,
Matig,
Ernstig",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_faint_sev_1_1_home | Hoe ernstig zijn deze waarneming of klachten? | radio | 1,
2,
3 | Mild,
Matig,
Ernstig"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_faint_change_home,Het afgelopen jaar zijn deze waarnemingen of klachten:,radio,"1,
2,
3,
4,
5,
6","Veel erger geworden,
Een beetje erger geworden,
Ongeveer gelijk gebleven,
Een beetje verbeterd,
Veel verbeterd,
Volledig verdwenen",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_faint_change_home | Het afgelopen jaar zijn deze waarnemingen of klachten: | radio | 1,
2,
3,
4,
5,
6 | Veel erger geworden,
Een beetje erger geworden,
Ongeveer gelijk gebleven,
Een beetje verbeterd,
Veel verbeterd,
Volledig verdwenen"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_skin_home,"In het afgelopen jaar hebt u opgemerkt dat de kleur van uw huid veranderde? Werd uw huid bijvoorbeeld rood, wit of paars?",radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_skin_home | In het afgelopen jaar hebt u opgemerkt dat de kleur van uw huid veranderde? Werd uw huid bijvoorbeeld rood, wit of paars? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Huisbezoek - COMPASS-31,s31_skin_where_home,Welke delen van uw lichaam worden getroffen door deze kleurveranderingen?,checkbox,"1,
2","Mijn handen,
Mijn voeten",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | s31_skin_where_home | Welke delen van uw lichaam worden getroffen door deze kleurveranderingen? | checkbox | 1,
2 | Mijn handen,
Mijn voeten"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_skin_change_home,Deze kleurveranderingen zijn:,radio,"1,
2,
3,
4,
5,
6","Veel erger geworden,
Een beetje erger geworden,
Ongeveer gelijk gebleven,
Een beetje verbeterd,
Veel verbeterd,
Volledig verdwenen",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_skin_change_home | Deze kleurveranderingen zijn: | radio | 1,
2,
3,
4,
5,
6 | Veel erger geworden,
Een beetje erger geworden,
Ongeveer gelijk gebleven,
Een beetje verbeterd,
Veel verbeterd,
Volledig verdwenen"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_sweat_home,In de afgelopen 5 jaar zijn er veranderingen opgetreden in uw zweetpatroon?,radio,"1,
2,
3,
4,
5","Ik zweet veel meer dan vroeger,
Ik zweet een beetje meer dan vroeger,
Ik zweet een beetje minder dan vroeger,
Ik zweet veel minder dan vroeger,
Ik heb geen veranderingen gemerkt",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_sweat_home | In de afgelopen 5 jaar zijn er veranderingen opgetreden in uw zweetpatroon? | radio | 1,
2,
3,
4,
5 | Ik zweet veel meer dan vroeger,
Ik zweet een beetje meer dan vroeger,
Ik zweet een beetje minder dan vroeger,
Ik zweet veel minder dan vroeger,
Ik heb geen veranderingen gemerkt"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_dry_eyes_home,Voelen uw ogen abnormaal droog?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_dry_eyes_home | Voelen uw ogen abnormaal droog? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_dry_mouth_home,Voelt uw mond abnormaal droog?,radio,"0,
1","Nee,
Ja",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_dry_mouth_home | Voelt uw mond abnormaal droog? | radio | 0,
1 | Nee,
Ja"
X.Home Visit Package,Huisbezoek - COMPASS-31,calcc31_dry_change_home,COMPASS31 Dependency,calculation,,,,X.Home Visit Package | Huisbezoek - COMPASS-31 |  | calcc31_dry_change_home | COMPASS31 Dependency | calculation |  | 
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_dry_change_home,"U geeft aan dat uw ogen en/of mond abnormaal droog aanvoelen. Kies voor het symptoom dat u het langst heeft, of dit symptoom:",radio,"1,
2,
3,
4,
5,
6","Veel erger aan het worden,
Een beetje erger aan het worden,
Ongeveer hetzelfde gebleven,
Een beetje aan het verbeteren,
Veel aan het verbeteren,
Volledig verdwenen",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_dry_change_home | U geeft aan dat uw ogen en/of mond abnormaal droog aanvoelen. Kies voor het symptoom dat u het langst heeft, of dit symptoom: | radio | 1,
2,
3,
4,
5,
6 | Veel erger aan het worden,
Een beetje erger aan het worden,
Ongeveer hetzelfde gebleven,
Een beetje aan het verbeteren,
Veel aan het verbeteren,
Volledig verdwenen"
X.Home Visit Package,Huisbezoek - COMPASS-31,c31_full_change_home,In  het afgelopen jaar hebt u verandering gemerkt in hoe snel u zich vol voelt tijdens een maaltijd?,radio,"1,
2,
3,
4,
5","Ik ben nu veel sneller vol dan vroeger,
Ik ben nu sneller vol dan vroeger,
Ik heb geen verandering gemerkt,
Ik ben nu minder snel vol dan vroeger,
Ik ben nu veel minder snel vol dan vroeger",,"X.Home Visit Package | Huisbezoek - COMPASS-31 |  | c31_full_change_home | In  het afgelopen jaar hebt u verandering gemerkt in hoe snel u zich vol voelt tijdens een maaltijd? | radio | 1,
2,
3,
4,
5 | Ik ben nu veel sneller vol dan vroeger,
Ik ben nu sneller vol dan vroeger,
Ik heb geen verandering gemerkt,
Ik ben nu minder snel vol dan vroeger,
Ik ben nu veel minder snel vol dan vroeger"
